match_id,h_id,h_name,a_id,a_name,h_p1_id,h_p1_name,h_p1_pos,h_p1_t,h_p2_id,h_p2_name,h_p2_pos,h_p2_t,h_p3_id,h_p3_name,h_p3_pos,h_p3_t,h_p4_id,h_p4_name,h_p4_pos,h_p4_t,h_p5_id,h_p5_name,h_p5_pos,h_p5_t,h_p6_id,h_p6_name,h_p6_pos,h_p6_t,h_p7_id,h_p7_name,h_p7_pos,h_p7_t,h_p8_id,h_p8_name,h_p8_pos,h_p8_t,h_p9_id,h_p9_name,h_p9_pos,h_p9_t,h_p10_id,h_p10_name,h_p10_pos,h_p10_t,h_p11_id,h_p11_name,h_p11_pos,h_p11_t,h_p12_id,h_p12_name,h_p12_pos,h_p12_t,h_p13_id,h_p13_name,h_p13_pos,h_p13_t,h_p14_id,h_p14_name,h_p14_pos,h_p14_t,a_p1_id,a_p1_name,a_p1_pos,a_p1_t,a_p2_id,a_p2_name,a_p2_pos,a_p2_t,a_p3_id,a_p3_name,a_p3_pos,a_p3_t,a_p4_id,a_p4_name,a_p4_pos,a_p4_t,a_p5_id,a_p5_name,a_p5_pos,a_p5_t,a_p6_id,a_p6_name,a_p6_pos,a_p6_t,a_p7_id,a_p7_name,a_p7_pos,a_p7_t,a_p8_id,a_p8_name,a_p8_pos,a_p8_t,a_p9_id,a_p9_name,a_p9_pos,a_p9_t,a_p10_id,a_p10_name,a_p10_pos,a_p10_t,a_p11_id,a_p11_name,a_p11_pos,a_p11_t,a_p12_id,a_p12_name,a_p12_pos,a_p12_t,a_p13_id,a_p13_name,a_p13_pos,a_p13_t,a_p14_id,a_p14_name,a_p14_pos,a_p14_t
829823,162,Crystal Palace,259,Swansea,21571,Wayne Hennessey,Goalkeeper,1.0,43105,Joel Ward,Defender,1.0,3165,Brede Hangeland,Defender,1.0,12124,Scott Dann,Defender,1.0,79970,Pape Souaré,Defender,1.0,13727,Mile Jedinak,Midfielder,1.0,9156,Jason Puncheon,Midfielder,1.0,20339,James McArthur,Midfielder,0.39537037037037,85059,Wilfried Zaha,Forward,1.0,6236,Marouane Chamakh,Forward,0.7342592592592592,69844,Yannick Bolasie,Forward,0.9149999999999999,21427,Glenn Murray,Midfielder,0.6046296296296296,43742,Jordon Mutch,Forward,0.26574074074074083,29299,Fraizer Campbell,Forward,0.08500000000000008,20973,Lukasz Fabianski,Goalkeeper,1.0,34131,Kyle Naughton,Defender,1.0,44847,Federico Fernández,Defender,1.0,71327,Kyle Bartley,Defender,1.0,78089,Jazz Richards,Defender,1.0,22847,Jack Cork,Midfielder,1.0,8730,Leon Britton,Midfielder,0.7794444444444445,13814,Nathan Dyer,Forward,0.7116666666666667,20108,Marvin Emnes,Forward,1.0,28416,Jefferson Montero,Forward,0.9375925925925926,14308,Bafétimbi Gomis,Forward,1.0,248351,Modou Barrow,Forward,0.28833333333333333,138584,Matt Grimes,Midfielder,0.2205555555555555,280768,Kenji Gorré,Forward,0.062407407407407356
829824,162,Crystal Palace,171,QPR,7895,Julian Speroni,Goalkeeper,1.0,43105,Joel Ward,Defender,1.0,8466,Damien Delaney,Defender,1.0,12124,Scott Dann,Defender,1.0,44687,Martin Kelly,Defender,1.0,9156,Jason Puncheon,Midfielder,0.6212962962962,20339,James McArthur,Midfielder,1.0,11020,Joe Ledley,Midfielder,1.0,85059,Wilfried Zaha,Forward,0.6325925925925926,21427,Glenn Murray,Forward,0.8924074074074073,69844,Yannick Bolasie,Forward,1.0,118326,Dwight Gayle,Midfielder,0.37870370370370376,13805,Adrian Mariappa,Forward,0.3674074074074074,83304,Yaya Sanogo,Forward,0.10759259259259268,7890,Robert Green,Goalkeeper,1.0,262401,Darnell Furlong,Defender,0.5083333333333333,11669,Nedum Onuoha,Defender,1.0,76499,Steven Caulker,Defender,1.0,97426,Yun Suk-Young,Defender,1.0,2703,Shaun Wright-Phillips,Midfielder,1.0,68890,Sandro,Midfielder,0.948888888888889,8213,Karl Henry,Midfielder,1.0,40036,Matt Phillips,Midfielder,1.0,24642,Adel Taarabt,Forward,1.0,82102,Charlie Austin,Forward,1.0,8211,Clint Hill,Defender,0.4916666666666667,7411,Niko Kranjcar,Midfielder,0.051111111111110996,,,,0.0
829825,32,Man Utd,13,Arsenal,79554,David de Gea,Goalkeeper,0.8246296296296296,18296,Luis Antonio Valencia,Defender,1.0,81726,Phil Jones,Defender,1.0,71345,Chris Smalling,Defender,1.0,70050,Marcos Rojo,Defender,0.8133333333333334,70033,Daley Blind,Midfielder,1.0,25363,Juan Mata,Forward,1.0,22738,Marouane Fellaini,Forward,1.0,71174,Ander Herrera,Forward,1.0,8166,Ashley Young,Forward,1.0,18701,Radamel Falcao,Forward,0.6777777777777778,4564,Robin van Persie,Forward,0.3222222222222222,137795,Tyler Blackett,Defender,0.18666666666666665,9484,Víctor Valdés,Goalkeeper,0.1753703703703704,36745,David Ospina,Goalkeeper,1.0,125211,Héctor Bellerín,Defender,0.802037037037037,30051,Laurent Koscielny,Defender,1.0,6292,Per Mertesacker,Defender,1.0,23072,Nacho Monreal,Defender,1.0,69738,Francis Coquelin,Midfielder,1.0,4522,Santi Cazorla,Midfielder,0.8133333333333334,26820,Aaron Ramsey,Forward,1.0,13756,Mesut Özil,Forward,1.0,25244,Alexis Sánchez,Forward,1.0053703703703705,24444,Olivier Giroud,Forward,1.0,13796,Theo Walcott,Defender,0.1979629629629629,42686,Jack Wilshere,Midfielder,0.18666666666666665,6321,Mathieu Flamini,Forward,-0.00537037037037047
829826,167,Man City,24,Aston Villa,8786,Joe Hart,Goalkeeper,1.0,14244,Pablo Zabaleta,Defender,1.0,5840,Martín Demichelis,Defender,1.0,68852,Eliaquim Mangala,Defender,1.0,12267,Aleksandar Kolarov,Defender,1.0,31958,Fernando,Midfielder,1.0,14053,Yaya Touré,Midfielder,0.5083333333333333,9446,Jesús Navas,Forward,1.0,48,Frank Lampard,Forward,0.6325925925925926,14102,David Silva,Forward,1.0,14260,Sergio Agüero,Forward,0.9262962962962962,19119,Fernandinho,Midfielder,0.4916666666666667,4511,James Milner,Forward,0.3674074074074074,42705,Wilfried Bony,Forward,0.07370370370370383,28746,Brad Guzan,Goalkeeper,1.0,79967,Leandro Bacuna,Defender,0.9714814814814815,99901,Jores Okore,Defender,1.0,14107,Ron Vlaar,Defender,1.0,8058,Kieran Richardson,Defender,1.0,69956,Tom Cleverley,Midfielder,1.0,26720,Carlos Sánchez,Midfielder,1.0,79050,Ashley Westwood,Midfielder,0.756851851851851,113069,Jack Grealish,Midfielder,1.0,27213,Fabian Delph,Midfielder,1.0,68312,Christian Benteke,Forward,1.0,9743,Charles N'Zogbia,Midfielder,0.24314814814814822,80067,Matthew Lowton,Defender,0.0285185185185185,,,,0.0
829827,13,Arsenal,259,Swansea,36745,David Ospina,Goalkeeper,1.0,125211,Héctor Bellerín,Defender,1.0,30051,Laurent Koscielny,Defender,1.0,6292,Per Mertesacker,Defender,1.0,23072,Nacho Monreal,Defender,1.0,69738,Francis Coquelin,Midfielder,0.745555555555555,4522,Santi Cazorla,Midfielder,1.0,26820,Aaron Ramsey,Forward,1.0,13756,Mesut Özil,Forward,1.0,25244,Alexis Sánchez,Forward,1.0,24444,Olivier Giroud,Forward,0.7681481481481482,42686,Jack Wilshere,Midfielder,0.2544444444444445,13796,Theo Walcott,Forward,0.23185185185185175,,,,0.0,20973,Lukasz Fabianski,Goalkeeper,1.0,29820,Angel Rangel,Defender,0.6664814814814815,44847,Federico Fernández,Defender,1.0,8408,Ashley Williams,Defender,1.0,31558,Neil Taylor,Defender,1.0,22847,Jack Cork,Midfielder,1.0,40027,Jonjo Shelvey,Midfielder,1.0,42916,Ki Sung-yueng,Midfielder,0.8246296296296296,13814,Nathan Dyer,Forward,0.8811111111111111,69346,Gylfi Sigurdsson,Forward,1.0,28416,Jefferson Montero,Forward,1.0,78089,Jazz Richards,Defender,0.33351851851851855,14308,Bafétimbi Gomis,Midfielder,0.1753703703703704,248351,Modou Barrow,Forward,0.11888888888888893
829828,96,Stoke,162,Crystal Palace,23122,Asmir Begovic,Goalkeeper,1.0,38772,Geoff Cameron,Defender,1.0,23446,Marc Wilson,Defender,1.0,29798,Ryan Shawcross,Defender,1.0,24148,Erik Pieters,Defender,1.0,39935,Steven Nzonzi,Midfielder,1.0,8327,Charlie Adam,Midfielder,1.0,26013,Mame Biram Diouf,Forward,1.0,14169,Stephen Ireland,Forward,1.0,34693,Marko Arnautovic,Forward,1.0,3807,Peter Crouch,Forward,0.86981481481481,3860,Jonathan Walters,Forward,0.13018518518518518,,,,0.0,,,,0.0,7895,Julian Speroni,Goalkeeper,1.0,43105,Joel Ward,Defender,1.0,8466,Damien Delaney,Defender,1.0,12124,Scott Dann,Defender,1.0,79970,Pape Souaré,Defender,0.7794444444444,20339,James McArthur,Midfielder,1.0,11020,Joe Ledley,Midfielder,1.0,85059,Wilfried Zaha,Forward,0.8924074074074073,9156,Jason Puncheon,Forward,1.0,69844,Yannick Bolasie,Forward,1.0,21427,Glenn Murray,Forward,0.9601851851851853,44687,Martin Kelly,Defender,0.2205555555555555,118326,Dwight Gayle,Forward,0.10759259259259268,92,Shola Ameobi,Forward,0.03981481481481475
829829,175,West Brom,171,QPR,8462,Boaz Myhill,Goalkeeper,1.0,5231,Chris Baird,Defender,0.7229629629629629,8137,Joleon Lescott,Defender,1.0,8773,Gareth McAuley,Defender,1.0,8507,Chris Brunt,Defender,1.0,14038,Craig Gardner,Midfielder,0.8020370370370371,5835,Darren Fletcher,Midfielder,1.0,10498,James Morrison,Midfielder,1.0,14061,Stéphane Sessegnon,Midfielder,0.5083333333333333,94024,Saido Berahino,Forward,1.0,36521,Brown Ideye,Forward,1.0,14114,Victor Anichebe,Midfielder,0.4916666666666667,6695,Jonas Olsson,Defender,0.2770370370370371,25642,Youssouf Mulumbu,Midfielder,0.1979629629629629,7890,Robert Green,Goalkeeper,1.0,33878,Mauricio Isla,Defender,1.0,11669,Nedum Onuoha,Defender,1.0,76499,Steven Caulker,Defender,1.0,97426,Yun Suk-Young,Defender,0.9149999999999999,40036,Matt Phillips,Midfielder,1.0,68890,Sandro,Midfielder,1.0,4835,Joey Barton,Midfielder,1.0,35237,Eduardo Vargas,Midfielder,0.327592592592,5025,Bobby Zamora,Forward,0.835925925925926,82102,Charlie Austin,Forward,1.0,7411,Niko Kranjcar,Midfielder,0.6724074074074073,8213,Karl Henry,Forward,0.16407407407407404,8211,Clint Hill,Defender,0.08500000000000008
829830,31,Everton,30,Tottenham,5582,Tim Howard,Goalkeeper,1.0,31826,Séamus Coleman,Defender,1.0,101374,John Stones,Defender,1.0,6105,Phil Jagielka,Defender,1.0,131523,Brendan Galloway,Defender,0.9375925925925926,31281,James McCarthy,Midfielder,1.0,188,Gareth Barry,Midfielder,1.0,15834,Kevin Mirallas,Forward,0.8133333333333334,92547,Ross Barkley,Forward,0.50833333333333,5047,Leon Osman,Forward,1.0,78498,Romelu Lukaku,Forward,1.0,90983,Muhamed Besic,Forward,0.4916666666666667,9314,Steven Naismith,Forward,0.18666666666666665,528,Sylvain Distin,Defender,0.062407407407407356,25604,Hugo Lloris,Goalkeeper,1.0,117973,Eric Dier,Defender,1.0,29908,Federico Fazio,Defender,1.0,21778,Jan Vertonghen,Defender,1.0,137521,Nabil Bentaleb,Defender,1.0,12187,Mousa Dembélé,Midfielder,0.587407407407407,69878,Ryan Mason,Midfielder,1.0,75830,Erik Lamela,Forward,1.0,69344,Christian Eriksen,Forward,1.0,34302,Nacer Chadli,Forward,1.0392592592592593,83532,Harry Kane,Forward,0.948888888888889,83303,Benjamin Stambouli,Midfielder,0.4125925925925926,71522,Andros Townsend,Forward,0.051111111111110996,18275,Roberto Soldado,Forward,-0.03925925925925933
829831,31,Everton,23,Newcastle,5582,Tim Howard,Goalkeeper,1.0,31826,Séamus Coleman,Defender,1.0,9474,Antolín Alcaraz,Defender,1.0,6105,Phil Jagielka,Defender,1.0,8222,Leighton Baines,Defender,1.0,5625,Aaron Lennon,Midfielder,0.948888888888889,30395,Darron Gibson,Midfielder,1.0,31281,James McCarthy,Midfielder,0.9601851851851853,5047,Leon Osman,Midfielder,1.0,78498,Romelu Lukaku,Forward,0.8246296296296,8943,Arouna Koné,Forward,1.0,92547,Ross Barkley,Forward,0.1753703703703704,96257,Christian Atsu,Midfielder,0.051111111111110996,90983,Muhamed Besic,Midfielder,0.03981481481481475,22319,Tim Krul,Goalkeeper,1.0,32323,Daryl Janmaat,Defender,1.0,2859,Fabricio Coloccini,Defender,1.0,7778,Mike Williamson,Defender,1.0,7758,Ryan Taylor,Defender,1.0,29595,Moussa Sissoko,Midfielder,1.0,69867,Jack Colback,Midfielder,1.0,22818,Gabriel Obertan,Forward,0.5083333333333333,18436,Yoan Gouffran,Forward,1.0,101593,Sammy Ameobi,Forward,0.643888888888889,70104,Emmanuel Rivière,Forward,0.6890740740740741,135366,Ayoze Pérez,Forward,0.4916666666666667,85693,Rémy Cabella,Forward,0.35611111111111104,14075,Jonás Gutiérrez,Forward,0.31092592592592594
829832,23,Newcastle,259,Swansea,22319,Tim Krul,Goalkeeper,1.0,32323,Daryl Janmaat,Defender,0.6777777777777778,2859,Fabricio Coloccini,Defender,1.0,7778,Mike Williamson,Defender,1.0,63885,Vurnon Anita,Defender,1.0,14075,Jonás Gutiérrez,Midfielder,1.0,69867,Jack Colback,Midfielder,1.0,7758,Ryan Taylor,Midfielder,1.0,85693,Rémy Cabella,Forward,0.8246296296296296,70104,Emmanuel Rivière,Forward,1.0,135366,Ayoze Pérez,Forward,1.0,109526,Mehdi Abeid,Defender,0.3222222222222222,32196,Siem de Jong,Forward,0.1753703703703704,,,,0.0,20973,Lukasz Fabianski,Goalkeeper,1.0,29820,Angel Rangel,Defender,1.0,44847,Federico Fernández,Defender,1.0,8408,Ashley Williams,Defender,1.0,83357,Jordi Amat,Defender,1.0,40027,Jonjo Shelvey,Midfielder,1.0,22847,Jack Cork,Midfielder,1.0,13814,Nathan Dyer,Forward,1.0,69346,Gylfi Sigurdsson,Forward,0.9037037037037037,28416,Jefferson Montero,Forward,0.7681481481481482,68855,Nélson Oliveira,Forward,0.8020370370370371,138584,Matt Grimes,Forward,0.23185185185185175,42916,Ki Sung-yueng,Forward,0.1979629629629629,20108,Marvin Emnes,Forward,0.09629629629629632
