match_id,h_id,h_name,a_id,a_name,h_p1_id,h_p1_name,h_p1_pos,h_p1_t,h_p2_id,h_p2_name,h_p2_pos,h_p2_t,h_p3_id,h_p3_name,h_p3_pos,h_p3_t,h_p4_id,h_p4_name,h_p4_pos,h_p4_t,h_p5_id,h_p5_name,h_p5_pos,h_p5_t,h_p6_id,h_p6_name,h_p6_pos,h_p6_t,h_p7_id,h_p7_name,h_p7_pos,h_p7_t,h_p8_id,h_p8_name,h_p8_pos,h_p8_t,h_p9_id,h_p9_name,h_p9_pos,h_p9_t,h_p10_id,h_p10_name,h_p10_pos,h_p10_t,h_p11_id,h_p11_name,h_p11_pos,h_p11_t,h_p12_id,h_p12_name,h_p12_pos,h_p12_t,h_p13_id,h_p13_name,h_p13_pos,h_p13_t,h_p14_id,h_p14_name,h_p14_pos,h_p14_t,a_p1_id,a_p1_name,a_p1_pos,a_p1_t,a_p2_id,a_p2_name,a_p2_pos,a_p2_t,a_p3_id,a_p3_name,a_p3_pos,a_p3_t,a_p4_id,a_p4_name,a_p4_pos,a_p4_t,a_p5_id,a_p5_name,a_p5_pos,a_p5_t,a_p6_id,a_p6_name,a_p6_pos,a_p6_t,a_p7_id,a_p7_name,a_p7_pos,a_p7_t,a_p8_id,a_p8_name,a_p8_pos,a_p8_t,a_p9_id,a_p9_name,a_p9_pos,a_p9_t,a_p10_id,a_p10_name,a_p10_pos,a_p10_t,a_p11_id,a_p11_name,a_p11_pos,a_p11_t,a_p12_id,a_p12_name,a_p12_pos,a_p12_t,a_p13_id,a_p13_name,a_p13_pos,a_p13_t,a_p14_id,a_p14_name,a_p14_pos,a_p14_t
410988,24,Aston Villa,29,West Ham,3426,Brad Friedel,Goalkeeper,1.0,1207,Luke Young,Defender,1.0,7864,Stephen Warnock,Defender,1.0,42147,Marc Albrighton,Midfielder,0.9940740740740741,831,Richard Dunne,Defender,1.0,4511,James Milner,Midfielder,0.9488888888888,70099,Ciaran Clark,Defender,1.0,5641,Stewart Downing,Midfielder,1.0,8166,Ashley Young,Midfielder,0.9714814814814815,2928,John Carew,Forward,1.0,2216,Stiliyan Petrov,Midfielder,1.0,5987,Nigel Reo-Coker,Midfielder,0.051111111111110996,80719,Andreas Weimann,Midfielder,0.0285185185185185,70100,Barry Bannan,Midfielder,0.00592592592592589,7890,Robert Green,Goalkeeper,1.0,19277,Winston Reid,Defender,1.0,10452,Hérita Ilunga,Defender,1.0,10455,Julien Faubert,Midfielder,1.0,33930,James Tomkins,Defender,0.8133333333333334,10186,Radoslav Kovac,Midfielder,1.0,109,Luís Boa Morte,Midfielder,0.508333333333,8247,Mark Noble,Midfielder,1.0,2299,Matt Upson,Defender,1.0,3839,Carlton Cole,Forward,1.0,270,Scott Parker,Midfielder,1.0,31631,Pablo Barrera,Midfielder,0.4916666666666667,30310,Alessandro Diamanti,Defender,0.18666666666666665,,,,0.0
410989,158,Blackburn,31,Everton,3874,Paul Robinson,Goalkeeper,1.0,1199,Míchel Salgado,Defender,1.0,1830,Gaël Givet,Defender,1.0,81726,Phil Jones,Midfielder,1.0,14710,Christopher Samba,Defender,1.0,13311,Ryan Nelsen,Defender,1.0,1845,El Hadji Diouf,Forward,1.0,33748,Martin Olsson,Forward,1.0,407,David Dunn,Forward,0.09037037037037036,25091,Nikola Kalinic,Forward,0.6664814814814815,1158,Morten Gamst Pedersen,Forward,1.0,39935,Steven Nzonzi,Forward,0.9096296296296297,26013,Mame Biram Diouf,Forward,0.33351851851851855,,,,0.0,5582,Tim Howard,Goalkeeper,1.0,682,Phil Neville,Defender,1.0,22738,Marouane Fellaini,Midfielder,0.8698148148148148,8222,Leighton Baines,Defender,1.0,6105,Phil Jagielka,Defender,1.0,528,Sylvain Distin,Defender,1.0,5047,Leon Osman,Forward,0.655185185185185,6115,Tim Cahill,Forward,1.0,3553,Steven Pienaar,Forward,1.0,110,Louis Saha,Forward,0.8133333333333334,1443,Mikel Arteta,Forward,1.0,19942,Jermaine Beckford,Forward,0.3448148148148148,7865,Diniyar Bilyaletdinov,Forward,0.18666666666666665,33833,Jack Rodwell,Midfielder,0.13018518518518518
410990,93,Blackpool,194,Wigan,8698,Matthew Gilks,Goalkeeper,1.0,13924,Neal Eardley,Defender,1.0,8327,Charlie Adam,Midfielder,1.0,6196,Stephen Crainey,Defender,1.0,25241,Craig Cathcart,Defender,1.0,3122,Ian Evatt,Defender,1.0,7613,Gary Taylor-Fletcher,Forward,0.643888888888889,11509,Keith Southern,Midfielder,1.0,9115,Luke Varney,Forward,0.6551851851851852,13820,DJ Campbell,Forward,1.0,23324,Elliot Grandin,Forward,1.0,15,James Beattie,Forward,0.35611111111111104,9156,Jason Puncheon,Forward,0.3448148148148148,,,,0.0,5347,Ali Al Habsi,Goalkeeper,1.0,515,Emmerson Boyce,Defender,1.0,31281,James McCarthy,Midfielder,1.0,14358,Steve Gohouri,Defender,1.0,5048,Gary Caldwell,Defender,1.0,9474,Antolín Alcaraz,Defender,1.0,27188,Mohamed Diamé,Midfielder,0.8924074074074073,10254,Ben Watson,Midfielder,1.0,25011,Hugo Rodallega,Forward,1.0,69956,Tom Cleverley,Forward,1.0,9743,Charles N'Zogbia,Forward,0.85851851851851,28821,Conor Sammon,Forward,0.14148148148148154,19674,Jordi Gómez,Midfielder,0.10759259259259268,,,,0.0
410991,92,Bolton,170,Fulham,2366,Jussi Jääskeläinen,Goalkeeper,1.0,7227,Grétar Steinsson,Defender,1.0,7883,Paul Robinson,Defender,1.0,42915,Chung-Yong Lee,Midfielder,1.0,11981,Gary Cahill,Defender,1.0,21422,Fabrice Muamba,Midfielder,1.0,28258,Stuart Holden,Midfielder,1.0,3921,Zat Knight,Defender,1.0,4893,Johan Elmander,Forward,1.0053703703703705,2910,Martin Petrov,Midfielder,0.9601851851851853,233,Kevin Davies,Forward,1.0,5823,Matthew Taylor,Midfielder,0.03981481481481475,2402,Ivan Klasnic,Forward,-0.00537037037037047,,,,0.0,13070,David Stockdale,Goalkeeper,1.0,10212,John Pantsil,Defender,1.0,6457,Stephen Kelly,Defender,1.0,561,Simon Davies,Midfielder,1.0,1742,Aaron Hughes,Defender,1.0,76,Danny Murphy,Midfielder,1.0,5095,Zoltán Gera,Midfielder,0.8359259259259,824,Damien Duff,Midfielder,1.0,3165,Brede Hangeland,Defender,1.0,5025,Bobby Zamora,Forward,1.0,4731,Dickson Etuhu,Midfielder,1.0,16369,Clint Dempsey,Midfielder,0.16407407407407404,,,,0.0,,,,0.0
410992,15,Chelsea,175,West Brom,6775,Petr Cech,Goalkeeper,1.0,7010,Paulo Ferreira,Defender,0.6664814814814,1832,Michael Essien,Midfielder,1.0,342,Ashley Cole,Defender,1.0,10132,Alex,Defender,1.0,15464,John Obi Mikel,Midfielder,1.0,48,Frank Lampard,Midfielder,0.7229629629629629,70,John Terry,Defender,1.0,4384,Didier Drogba,Forward,0.7794444444444445,527,Nicolas Anelka,Forward,1.0,1563,Florent Malouda,Forward,1.0,15338,Branislav Ivanovic,Defender,0.33351851851851855,4490,Yossi Benayoun,Midfielder,0.2770370370370371,8028,Salomon Kalou,Forward,0.2205555555555555,8155,Scott Carson,Goalkeeper,1.0,28720,Gonzalo Jara,Defender,1.0,25642,Youssouf Mulumbu,Midfielder,1.0,10187,Marek Cech,Defender,1.0,6536,Pablo Ibáñez,Defender,1.0,14192,Gabriel Tamas,Defender,1.0,10498,James Morrison,Forward,1.0,8507,Chris Brunt,Midfielder,1.0,6733,Jerome Thomas,Forward,0.9375925925925926,17252,Roman Bednar,Forward,0.74555555555555,15782,Graham Dorrans,Forward,1.0,14170,Ishmael Miller,Forward,0.2544444444444445,13810,Giles Barnes,Forward,0.062407407407407356,,,,0.0
410993,26,Liverpool,13,Arsenal,2987,Pepe Reina,Goalkeeper,1.0,4574,Glen Johnson,Defender,1.0,7398,Daniel Agger,Defender,1.0,17,Steven Gerrard,Midfielder,1.0,1329,Jamie Carragher,Defender,1.0,7516,Dirk Kuyt,Forward,1.0,19840,Martin Skrtel,Defender,1.0,7415,Javier Mascherano,Midfielder,0.8811111111111111,21712,Milan Jovanovic,Forward,0.734259259259259,24457,David N'Gog,Forward,0.8246296296296296,487,Joe Cole,Forward,1.0,4445,Maxi Rodríguez,Forward,0.26574074074074083,4056,Fernando Torres,Forward,0.1753703703703704,31451,Lucas Leiva,Midfielder,0.11888888888888893,8041,Manuel Almunia,Goalkeeper,1.0,19471,Bacary Sagna,Defender,1.0,6042,Gaël Clichy,Defender,1.0,8039,Emmanuel Eboué,Midfielder,0.666481481481481,30051,Laurent Koscielny,Defender,1.0,18214,Abou Diaby,Midfielder,0.8472222222222222,10209,Thomas Vermaelen,Defender,1.0,13298,Samir Nasri,Midfielder,1.0,4599,Andrey Arshavin,Midfielder,1.0,6236,Marouane Chamakh,Forward,1.0,42686,Jack Wilshere,Midfielder,1.0,13796,Theo Walcott,Midfielder,0.33351851851851855,4564,Robin van Persie,Midfielder,0.1527777777777778,,,,0.0
410994,32,Man Utd,23,Newcastle,3101,Edwin van der Sar,Goalkeeper,1.0,3841,John O'Shea,Defender,1.0,18296,Luis Antonio Valencia,Midfielder,1.0,6410,Patrice Evra,Defender,0.9714814814814815,9685,Nemanja Vidic,Defender,1.0,5835,Darren Fletcher,Midfielder,1.0,11,Paul Scholes,Midfielder,1.0,22079,Jonny Evans,Defender,1.0,2213,Dimitar Berbatov,Forward,1.0,19104,Nani,Midfielder,0.7907407407407407,3859,Wayne Rooney,Forward,0.7003703703703703,35003,Chicharito,Forward,0.2996296296296297,77,Ryan Giggs,Midfielder,0.20925925925925926,4092,Rafael,Defender,0.0285185185185185,7987,Steve Harper,Goalkeeper,1.0,9563,James Perch,Defender,1.0,14230,José Enrique,Defender,1.0,4759,Wayne Routledge,Midfielder,1.0,7778,Mike Williamson,Defender,1.0,3,Alan Smith,Midfielder,1.0,2859,Fabricio Coloccini,Defender,1.0,14075,Jonás Gutiérrez,Midfielder,0.9037037037037037,1815,Kevin Nolan,Midfielder,0.7907407407407407,23383,Andy Carroll,Forward,1.0,4835,Joey Barton,Midfielder,1.0,92,Shola Ameobi,Midfielder,0.20925925925925926,15204,Xisco,Midfielder,0.09629629629629632,,,,0.0
410995,16,Sunderland,157,Birmingham,52197,Simon Mignolet,Goalkeeper,1.0,11669,Nedum Onuoha,Defender,1.0,2113,Steed Malbranque,Midfielder,0.711666666666666,8058,Kieran Richardson,Defender,1.0,339,Titus Bramble,Defender,1.0,68659,Jordan Henderson,Midfielder,1.0,4777,John Mensah,Defender,1.0,14268,Lee Cattermole,Midfielder,1.0,29299,Fraizer Campbell,Forward,1.0,34876,Ahmed El Mohamady,Midfielder,1.027962962962963,3116,Darren Bent,Forward,0.9262962962962962,20850,Cristian Riveros,Midfielder,0.28833333333333333,39308,Danny Welbeck,Forward,0.07370370370370383,33889,Martyn Waghorn,Midfielder,-0.027962962962962967,11530,Ben Foster,Goalkeeper,1.0,1354,Stephen Carr,Defender,0.7229629629629629,11235,Sebastian Larsson,Midfielder,1.0,6403,Liam Ridgewell,Defender,1.0,8680,Roger Johnson,Defender,1.0,4737,Barry Ferguson,Midfielder,1.0,12124,Scott Dann,Defender,1.0,87,Lee Bowyer,Midfielder,1.0,10737,Cameron Jerome,Forward,1.0,29086,Keith Fahey,Midfielder,0.508333333333333,5604,Garry O'Connor,Forward,0.643888888888889,4762,James McFadden,Midfielder,0.4916666666666667,11471,Nikola Zigic,Forward,0.35611111111111104,14038,Craig Gardner,Defender,0.2770370370370371
410996,30,Tottenham,167,Man City,10133,Heurelho Gomes,Goalkeeper,1.0,22040,Vedran Corluka,Defender,1.0,11580,Benoit Assou-Ekotto,Defender,1.0,5625,Aaron Lennon,Midfielder,0.8585185185185185,4905,Michael Dawson,Defender,1.0,8194,Tom Huddlestone,Midfielder,1.0,20874,Luka Modric,Midfielder,1.0,562,Ledley King,Defender,1.0,2837,Jermain Defoe,Forward,0.7568518518518518,3807,Peter Crouch,Forward,1.0,13812,Gareth Bale,Midfielder,1.0,7336,Roman Pavlyuchenko,Forward,0.24314814814814822,28112,Giovani dos Santos,Midfielder,0.14148148148148154,,,,0.0,8786,Joe Hart,Goalkeeper,1.0,14168,Micah Richards,Defender,1.0,12267,Aleksandar Kolarov,Defender,0.5083333333333333,14053,Yaya Touré,Midfielder,1.0,3817,Kolo Touré,Defender,1.0,10136,Vincent Kompany,Defender,1.0,4608,Nigel de Jong,Midfielder,1.0,188,Gareth Barry,Midfielder,1.0,14167,Carlos Tevez,Forward,0.9262962962962962,2703,Shaun Wright-Phillips,Forward,0.7568518518518518,14102,David Silva,Forward,1.0,14244,Pablo Zabaleta,Defender,0.4916666666666667,14269,Adam Johnson,Forward,0.24314814814814822,6363,Emmanuel Adebayor,Forward,0.07370370370370383
410997,161,Wolves,96,Stoke,8197,Marcus Hahnemann,Goalkeeper,1.0,7579,Kevin Foley,Defender,1.0,15764,Stephen Ward,Defender,1.0,8217,Matthew Jarvis,Midfielder,1.0,1532,Jody Craddock,Defender,1.0,8213,Karl Henry,Midfielder,1.0,12713,David Jones,Midfielder,1.0,8287,Christophe Berra,Defender,1.0,9766,Steven Fletcher,Forward,0.5422222222222222,4281,Jelle Van Damme,Midfielder,0.8020370370370371,12715,Sylvan Ebanks-Blake,Forward,1.0,7777,Andy Keogh,Forward,0.9940740740740741,9495,George Elokobi,Midfielder,0.1979629629629629,8379,Greg Halford,Forward,0.00592592592592589,3184,Thomas Sørensen,Goalkeeper,1.0,4145,Robert Huth,Defender,1.0,1209,Danny Higginbotham,Defender,1.0,8176,Dean Whitehead,Midfielder,1.0,29798,Ryan Shawcross,Defender,1.0,1079,Rory Delap,Midfielder,1.0,8505,Glenn Whelan,Midfielder,0.7455555555555555,8966,Abdoulaye Faye,Defender,1.0,5587,Ricardo Fuller,Forward,1.0,12726,Kenwyne Jones,Forward,0.14685185185185184,332,Matthew Etherington,Midfielder,1.0,5708,Mamady Sidibe,Forward,0.5648148148148149,10180,Tuncay Sanli,Forward,0.4351851851851851,4753,Michael Tonge,Midfielder,0.2544444444444445
