match_id, home_goals, away_goals
1080738,2,0
1080740,2,0
1080742,2,2
1080743,0,0
1080744,3,1
1080745,2,0
1080746,3,0
1080747,1,0
1080748,0,1
1080749,1,3
1080750,2,0
1080751,2,3
1080752,0,1
1080753,1,1
1080754,2,2
1080755,0,1
1080756,3,1
1080757,1,3
1080758,2,1
1080759,0,0
1080760,3,0
1080761,3,0
1080762,0,2
1080763,1,1
1080764,4,0
1080765,2,0
1080766,1,1
1080767,1,2
1080768,2,1
1080769,0,2
1080770,3,1
1080771,1,0
1080772,1,1
1080773,0,0
1080774,2,1
1080775,0,4
1080776,0,0
1080777,2,2
1080778,2,0
1080779,4,3
1080780,0,2
1080781,1,3
1080782,0,1
1080783,1,2
1080784,2,0
1080785,3,0
1080786,2,1
1080787,1,1
1080788,2,1
1080789,2,0
1080790,2,1
1080791,0,0
1080792,3,1
1080793,3,1
1080794,3,1
1080795,1,0
1080796,0,0
1080797,1,1
1080798,2,2
1080799,0,0
1080800,0,0
1080801,2,0
1080802,1,3
1080803,2,0
1080804,0,0
1080805,0,2
1080806,3,0
1080807,1,0
1080808,1,0
1080809,3,2
1080810,4,2
1080811,4,0
1080812,3,0
1080813,3,2
1080814,3,1
1080815,1,1
1080816,1,0
1080817,3,4
1080818,0,0
1080819,1,3
1080820,4,2
1080821,0,2
1080822,1,2
1080823,1,2
1080824,1,2
1080825,1,4
1080826,0,3
1080827,0,0
1080828,1,0
1080829,0,2
1080830,4,0
1080831,2,1
1080832,3,2
1080833,2,1
1080834,0,1
1080835,3,1
1080836,2,0
1080837,0,1
1080838,1,0
1080839,2,3
1080840,0,2
1080841,0,4
1080842,2,2
1080843,4,2
1080844,2,0
1080845,1,6
1080846,1,2
1080847,3,1
1080848,2,0
1080849,0,0
1080850,0,2
1080851,0,3
1080852,1,1
1080853,2,2
1080854,0,0
1080855,0,0
1080856,0,1
1080857,2,0
1080858,0,1
1080859,3,1
1080860,0,1
1080861,2,0
1080862,2,0
1080863,1,2
1080864,2,2
1080865,0,3
1080866,2,2
1080867,3,1
1080868,3,0
1080869,2,2
1080870,0,2
1080871,4,0
1080872,3,0
1080873,1,0
1080874,0,0
1080875,0,1
1080876,5,0
1080877,2,0
1080878,1,0
1080879,4,0
1080880,1,0
1080881,2,1
1080882,4,0
1080883,1,0
1080884,2,1
1080885,1,2
1080552,0,4
1080606,0,0
1080624,1,1
1080739,2,1
1080741,2,2
