match_id, home_goals, away_goals
318279, 2 ,  1
318280, 1 ,  0
318281, 3 ,  0
318282, 2 ,  0
318283, 1 ,  0
318284, 1 ,  1
318285, 1 ,  1
318286, 1 ,  0
318287, 1 ,  1
318288, 2 ,  1
318289, 2 ,  0
318290, 2 ,  1
318291, 1 ,  2
318292, 3 ,  0
318293, 3 ,  0
318294, 3 ,  1
318295, 2 ,  0
318296, 0 ,  3
318297, 0 ,  2
318298, 0 ,  0
318299, 5 ,  2
318300, 0 ,  0
318301, 2 ,  1
318302, 1 ,  3
318303, 3 ,  0
318304, 2 ,  1
318305, 0 ,  2
318306, 2 ,  4
318307, 1 ,  0
318308, 1 ,  2
318309, 1 ,  0
318310, 1 ,  0
318311, 1 ,  2
318312, 0 ,  1
318313, 0 ,  5
318314, 5 ,  1
318315, 2 ,  1
318316, 1 ,  1
318317, 3 ,  1
318318, 0 ,  1
318319, 0 ,  1
318320, 3 ,  1
318321, 1 ,  1
318322, 0 ,  0
318323, 3 ,  0
318324, 4 ,  1
318325, 1 ,  2
318326, 2 ,  2
318327, 4 ,  0
318328, 1 ,  2
318329, 4 ,  1
318330, 1 ,  0
318331, 3 ,  1
318332, 2 ,  0
318333, 2 ,  2
318334, 1 ,  1
318335, 3 ,  2
318336, 2 ,  0
318337, 1 ,  2
318338, 2 ,  1
318339, 1 ,  2
318340, 3 ,  0
318341, 3 ,  0
318342, 2 ,  0
318343, 0 ,  4
318344, 0 ,  1
318345, 0 ,  0
318346, 2 ,  0
318347, 7 ,  1
318348, 0 ,  1
318349, 1 ,  1
318350, 3 ,  1
318351, 2 ,  0
318352, 0 ,  0
318353, 1 ,  2
318354, 2 ,  1
318355, 2 ,  2
318356, 1 ,  6
318357, 0 ,  1
318358, 1 ,  1
318359, 1 ,  0
318360, 1 ,  0
318361, 0 ,  0
318362, 0 ,  0
318363, 2 ,  1
318364, 5 ,  1
318365, 0 ,  0
318366, 1 ,  4
318367, 1 ,  0
318368, 0 ,  0
318369, 2 ,  2
318370, 3 ,  2
318371, 2 ,  1
318372, 2 ,  1
318373, 1 ,  2
318374, 1 ,  2
318375, 3 ,  0
318376, 0 ,  0
318377, 2 ,  3
318378, 0 ,  0
318379, 0 ,  1
318380, 2 ,  1
318381, 0 ,  1
318382, 1 ,  1
318383, 3 ,  2
318384, 3 ,  1
318385, 7 ,  0
318386, 0 ,  4
318387, 2 ,  2
318388, 1 ,  0
318389, 0 ,  0
318390, 2 ,  2
318391, 1 ,  0
318392, 0 ,  1
318394, 0 ,  0
318395, 3 ,  1
318396, 3 ,  1
318501, 2 ,  1
318578, 2 ,  1
318579, 3 ,  2
318580, 0 ,  2
318581, 2 ,  1
318582, 1 ,  0
318583, 8 ,  0
318584, 4 ,  2
318585, 2 ,  1
318586, 0 ,  1
318587, 4 ,  0
318588, 4 ,  0
318589, 1 ,  1
318590, 0 ,  0
