match_id, home_goals, away_goals
614051, 0 ,  0
614052, 1 ,  0
614053, 5 ,  0
614054, 3 ,  2
614055, 2 ,  1
614056, 0 ,  5
614057, 1 ,  1
614058, 3 ,  0
614059, 1 ,  0
614060, 0 ,  2
614112, 1 ,  3
614113, 2 ,  0
614114, 2 ,  2
614115, 3 ,  2
614116, 1 ,  1
614117, 0 ,  2
614118, 0 ,  0
614119, 3 ,  0
614120, 3 ,  0
614121, 1 ,  1
614123, 4 ,  2
614124, 0 ,  2
614125, 3 ,  1
614126, 1 ,  1
614127, 2 ,  3
614128, 2 ,  2
614129, 2 ,  1
614130, 1 ,  0
614131, 1 ,  1
614132, 2 ,  3
614133, 0 ,  1
614134, 1 ,  1
614135, 0 ,  3
614136, 1 ,  0
614137, 5 ,  5
614138, 4 ,  2
614139, 2 ,  2
614140, 2 ,  0
614141, 3 ,  0
614142, 2 ,  2
614147, 6 ,  1
614150, 2 ,  0
614153, 2 ,  2
614157, 3 ,  0
614161, 4 ,  0
614164, 0 ,  0
614168, 0 ,  0
614172, 1 ,  3
614173, 1 ,  1
614176, 1 ,  1
614188, 1 ,  0
614189, 1 ,  2
614190, 1 ,  1
614192, 1 ,  0
614197, 4 ,  1
614200, 0 ,  3
614203, 2 ,  1
614207, 1 ,  0
614210, 1 ,  1
614211, 1 ,  2
614220, 1 ,  2
614224, 1 ,  1
614226, 3 ,  1
614233, 1 ,  2
614265, 2 ,  3
614285, 2 ,  5
614307, 1 ,  2
614336, 2 ,  2
614361, 2 ,  0
614384, 1 ,  0
614970, 4 ,  1
614971, 0 ,  0
614972, 2 ,  2
614973, 3 ,  0
614974, 2 ,  2
614975, 0 ,  3
614976, 2 ,  0
614978, 3 ,  2
614979, 1 ,  3
614980, 2 ,  2
614981, 1 ,  0
614982, 1 ,  0
614983, 4 ,  2
614985, 1 ,  0
614986, 1 ,  1
614987, 1 ,  1
614988, 1 ,  1
614989, 2 ,  1
614990, 2 ,  3
614991, 2 ,  4
614992, 1 ,  2
614993, 4 ,  1
614994, 1 ,  0
614996, 2 ,  2
614997, 1 ,  0
614998, 2 ,  1
614999, 3 ,  3
615000, 1 ,  2
615002, 0 ,  0
615003, 2 ,  1
615004, 2 ,  2
615005, 1 ,  1
615006, 2 ,  1
615007, 1 ,  0
615008, 1 ,  1
615009, 0 ,  1
615010, 1 ,  1
615012, 0 ,  1
615013, 2 ,  0
615014, 0 ,  0
615015, 3 ,  3
615016, 2 ,  3
615017, 1 ,  1
615018, 2 ,  1
615019, 2 ,  1
615020, 0 ,  1
615021, 0 ,  0
615022, 1 ,  1
615023, 1 ,  0
615024, 1 ,  2
615025, 5 ,  2
615026, 1 ,  3
615027, 3 ,  0
615028, 5 ,  0
615029, 1 ,  2
615030, 1 ,  0
615031, 1 ,  3
615032, 2 ,  1
615034, 2 ,  4
615035, 2 ,  1
615036, 0 ,  0
615037, 1 ,  1
615038, 3 ,  1
615039, 0 ,  0
615040, 3 ,  2
615041, 0 ,  0
615042, 1 ,  0
615043, 1 ,  1
615044, 3 ,  1
615045, 2 ,  0
615046, 1 ,  0
615047, 1 ,  0
615048, 1 ,  1
615049, 2 ,  1
615050, 0 ,  0
615051, 3 ,  1
615052, 2 ,  1
615053, 0 ,  2
615054, 0 ,  0
615055, 1 ,  1
615056, 0 ,  2
615058, 0 ,  3
615059, 1 ,  0
615060, 1 ,  1
615061, 3 ,  0
615062, 2 ,  1
615064, 2 ,  3
615065, 1 ,  1
615066, 2 ,  0
615067, 1 ,  0
615068, 3 ,  4
615069, 0 ,  0
615070, 1 ,  3
615071, 0 ,  1
615072, 2 ,  1
615073, 3 ,  4
615074, 3 ,  1
615075, 2 ,  1
615078, 2 ,  3
615079, 2 ,  2
615080, 2 ,  2
615081, 1 ,  3
615082, 3 ,  1
615083, 1 ,  3
615084, 2 ,  1
615086, 2 ,  1
615087, 1 ,  0
615088, 2 ,  5
615089, 0 ,  0
615090, 1 ,  1
615091, 8 ,  0
615092, 4 ,  0
615093, 1 ,  0
615094, 1 ,  0
615095, 0 ,  1
615096, 1 ,  1
615097, 0 ,  0
615098, 2 ,  1
615099, 1 ,  2
615100, 0 ,  1
615101, 5 ,  1
615102, 0 ,  4
615103, 2 ,  1
615106, 1 ,  2
615107, 1 ,  1
615108, 4 ,  3
615109, 1 ,  2
615110, 0 ,  1
615111, 2 ,  0
615112, 1 ,  2
615113, 0 ,  0
615114, 3 ,  1
615115, 1 ,  0
615116, 7 ,  3
615117, 0 ,  3
615118, 3 ,  4
615119, 0 ,  3
615120, 1 ,  0
615121, 3 ,  3
615123, 1 ,  2
615124, 0 ,  1
615125, 3 ,  0
615126, 3 ,  0
615127, 1 ,  2
615128, 1 ,  1
615129, 2 ,  2
615130, 3 ,  1
615133, 1 ,  2
615134, 2 ,  1
615135, 0 ,  4
615136, 0 ,  2
615137, 0 ,  1
615138, 0 ,  0
615139, 1 ,  1
615140, 2 ,  1
615141, 0 ,  0
615142, 0 ,  0
615143, 3 ,  2
615144, 5 ,  0
615145, 0 ,  4
615146, 2 ,  0
615147, 3 ,  0
615148, 1 ,  2
615149, 2 ,  1
615151, 0 ,  0
615152, 3 ,  1
615153, 1 ,  1
615154, 2 ,  2
615155, 1 ,  1
615156, 2 ,  3
615157, 2 ,  2
615158, 1 ,  2
615159, 2 ,  1
615160, 1 ,  1
615161, 0 ,  0
615163, 2 ,  2
615164, 2 ,  2
615165, 0 ,  0
615166, 2 ,  1
615167, 3 ,  1
615168, 1 ,  0
615169, 3 ,  3
615170, 0 ,  1
615171, 2 ,  2
615172, 2 ,  1
615173, 0 ,  0
615174, 3 ,  2
615175, 4 ,  1
615176, 2 ,  1
615178, 0 ,  2
615179, 0 ,  1
615180, 2 ,  0
615181, 1 ,  0
615182, 0 ,  0
615183, 2 ,  2
615185, 0 ,  1
615186, 3 ,  1
615187, 4 ,  1
615188, 2 ,  1
615189, 2 ,  1
615192, 2 ,  1
615193, 2 ,  1
615194, 0 ,  2
615195, 1 ,  0
615196, 0 ,  3
615197, 5 ,  0
615198, 2 ,  1
615199, 2 ,  0
615200, 4 ,  2
615201, 2 ,  3
615202, 0 ,  1
615203, 1 ,  0
615204, 3 ,  1
615207, 4 ,  0
615208, 1 ,  2
615209, 0 ,  1
615210, 2 ,  2
615211, 1 ,  0
615212, 2 ,  1
615213, 0 ,  4
615214, 0 ,  0
615215, 0 ,  3
615216, 2 ,  1
615217, 3 ,  2
615218, 0 ,  0
615219, 1 ,  0
615221, 3 ,  1
615222, 1 ,  2
615223, 2 ,  1
615224, 2 ,  2
615225, 3 ,  2
615226, 2 ,  0
615227, 2 ,  0
615228, 1 ,  0
615229, 3 ,  1
615230, 4 ,  1
615231, 0 ,  0
615232, 1 ,  2
615233, 1 ,  1
615234, 1 ,  0
615235, 0 ,  2
615236, 0 ,  1
615237, 2 ,  1
615240, 2 ,  1
615241, 3 ,  2
615242, 0 ,  0
615243, 4 ,  0
615244, 2 ,  1
615245, 0 ,  1
615246, 1 ,  2
615247, 3 ,  1
615248, 1 ,  0
615249, 1 ,  2
615250, 1 ,  0
615251, 2 ,  2
615252, 1 ,  1
615253, 0 ,  2
615254, 1 ,  3
615256, 2 ,  2
615257, 1 ,  2
615258, 3 ,  1
615259, 1 ,  1
615260, 2 ,  2
615261, 2 ,  0
615262, 1 ,  0
615263, 0 ,  3
615264, 0 ,  0
615265, 1 ,  1
615266, 0 ,  2
615267, 2 ,  3
615268, 0 ,  1
615269, 2 ,  2
615270, 3 ,  0
615271, 2 ,  1
615272, 0 ,  2
615273, 1 ,  0
615274, 0 ,  0
615275, 3 ,  1
615276, 1 ,  1
615277, 2 ,  0
615278, 1 ,  1
615279, 6 ,  1
615280, 2 ,  0
615281, 1 ,  0
615282, 2 ,  1
615283, 0 ,  6
615285, 0 ,  0
615286, 0 ,  3
615287, 2 ,  3
615288, 1 ,  0
615289, 1 ,  2
615290, 0 ,  0
615291, 2 ,  2
615292, 0 ,  1
615293, 4 ,  1
615294, 2 ,  4
615295, 1 ,  1
615296, 0 ,  0
615297, 0 ,  0
615298, 0 ,  1
615299, 1 ,  0
615300, 1 ,  2
615301, 2 ,  0
615302, 1 ,  3
615303, 2 ,  1
615304, 4 ,  0
615305, 1 ,  2
615306, 0 ,  2
615307, 1 ,  2
615309, 1 ,  1
