team-id,team,player-id,Player,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
32,Manchester United,19104,Nani,9,14,1,0,4.1,80.3,0.4,8,7.71,1.6,1,1,0,0.5,0.7,0.1,0,2.4,2.5,1.9,0.1,2.4,2,35.8,80.3,2.3,0.7,0.2
32,Manchester United,9685,Nemanja-Vidic,5,1,6,1,0.6,81.2,2.9,5,7.51,2.1,2.6,1.1,0.4,9.5,0.2,0.9,0,0.1,0,1,0,0.1,0.2,46.7,81.2,0,4.5,0
32,Manchester United,3859,Wayne-Rooney,11,11,5,0,3.5,76.9,0.9,3,7.38,0.4,0.3,0.9,0,0.3,0.4,0.1,0,2.1,0.9,1,0.6,2,1.6,42.3,76.9,0.4,4.6,0.5
32,Manchester United,2213,Dimitar-Berbatov,20,3,1,0,3.1,80.3,1.3,6,7.32,0.3,0.5,1.1,0,0.7,0.2,0.1,0,1.1,1,0.5,1.1,1.4,1.3,27.1,80.3,0.1,0.3,0.2
32,Manchester United,18296,Luis-Antonio-Valencia,1,2,1,0,0.7,86.1,0.4,2,7.27,2,1,1.3,0,0.4,0,0,0,2.5,1.5,0.4,0.1,1.6,1.4,38,86.1,2.1,1.4,0
32,Manchester United,4092,Rafael,0,1,2,1,0.4,79.7,1.2,1,7.24,3.6,2,1.2,0.1,2.3,0.5,0,0,1,0.9,1.3,0,0.3,1,32.6,79.7,0.8,1.9,0
32,Manchester United,3203,Park-Ji-Sung,5,3,1,0,1.2,86.1,0.5,2,7.22,2.3,1.1,0.6,0,0.5,0.7,0,0,1.1,0.5,2.5,0.1,2.3,1.5,37.8,86.1,0.3,0.8,0.2
32,Manchester United,77,Ryan-Giggs,2,6,5,0,1.3,72.7,0.3,0,7.18,1.4,0.9,0.9,0,0.7,0.6,0.1,0,2.4,1.4,0.4,0.2,1.2,1.2,36.6,72.7,1.8,1.9,0.3
32,Manchester United,928,Rio-Ferdinand,0,0,0,0,0.1,82.5,2.1,0,7.13,1.3,2.6,0.2,0.4,6.5,0.2,0.4,0,0.2,0.2,0.5,0,0.2,0.2,47.8,82.5,0,5.8,0.1
32,Manchester United,6410,Patrice-Evra,1,1,1,0,0.4,83.9,1.5,1,7.10,2.3,2.3,1.2,0,2.7,0.6,0.2,1,1,0.7,0.9,0.2,1.3,0.8,37.9,83.9,0.5,1.2,0
32,Manchester United,71345,Chris-Smalling,0,0,0,0,0.6,77.5,3.1,0,7.02,1.4,1.3,0.8,0.4,6.5,0.2,0.6,0,0.3,0.3,0.7,0.1,0.4,0.6,29.9,77.5,0.1,2.1,0
32,Manchester United,3841,John-O-Shea,0,3,1,0,0.4,79.7,1,0,6.99,1.8,1.3,0.5,0.1,2.5,0.6,0.3,0,1,0.3,0.2,0,0.3,0.6,41.1,79.7,0.6,1.4,0.1
32,Manchester United,21723,Anderson,1,2,2,0,1.1,82.9,0.3,1,6.95,1.8,1.1,0.8,0,0.6,0.7,0.2,0,0.8,0.8,1,0.1,1.1,1.2,38,82.9,0.1,2.8,0.2
32,Manchester United,5835,Darren-Fletcher,2,6,3,0,0.7,84.5,0.7,0,6.92,1.1,1.5,0.7,0,1.1,1,0.3,0,1,0.2,0.7,0,1,1.3,53.6,84.5,0.5,4.6,0
32,Manchester United,22079,Jonny-Evans,0,0,2,1,0.2,84.2,1.8,0,6.90,1.6,3.1,1,0,5.6,0.1,0.6,0,0.3,0.2,0.7,0,0.5,0.3,44.8,84.2,0,3.2,0.1
32,Manchester United,2115,Michael-Carrick,0,0,1,0,0.7,86.6,0.4,0,6.84,2.2,2,0.5,0,1,1,0.3,0,0.6,0.2,0.6,0,0.6,0.6,51.1,86.6,0,4.4,0
