team-id,team,player-id,Player,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
14,Leicester,104749,Riyad-Mahrez,17,11,1,0,2.3,73.6,0.9,10,7.84,1.4,1,0.5,0,0.4,1.9,0.1,0,1.8,3.5,2.2,0.1,2.4,2.1,27.9,73.6,0.9,1.4,0.4
14,Leicester,114075,N-Golo-Kanté,1,4,3,0,0.6,81.6,1,3,7.61,4.7,4.2,1.2,0,1.5,1.6,0.3,0,0.8,1.3,0.5,0,0.7,1.2,39.2,81.6,0.1,1.7,0.1
14,Leicester,106981,Jamie-Vardy,24,6,5,1,3.2,65.8,2.6,3,7.51,1,0.5,1.2,0,0.2,0.5,0.1,0,1.3,1.1,0.8,0.7,0.8,1.8,17.4,65.8,0.3,0.4,0
14,Leicester,12431,Christian-Fuchs,0,4,4,0,0.6,72.4,1.5,4,7.50,3.1,3.1,1,0.3,3.8,1.7,0.3,0,1.4,0.2,0.4,0,0.3,0.7,36.9,72.4,1.1,2.8,0
14,Leicester,75138,Daniel-Drinkwater,2,7,3,1,1.2,77.6,0.8,1,7.30,3,1.6,1.5,0,1.9,1.5,0.5,0,1.3,0.9,0.7,0,1.1,0.7,56.7,77.6,0.3,3.9,0.3
14,Leicester,4145,Robert-Huth,3,0,8,0,0.8,71.6,3.3,1,7.15,1.2,2.2,1,0.5,7.4,0.3,1,0,0.1,0.1,0.5,0.1,0.1,0.2,23.1,71.6,0,1,0
14,Leicester,23683,Danny-Simpson,0,0,3,1,0.2,71.6,2,1,7.13,1.7,3.1,1,0.3,4.2,0.7,0.6,0,0.2,0.3,0.4,0,0.3,0.4,29,71.6,0.2,1.8,0
14,Leicester,8157,Wes-Morgan,2,0,3,0,0.6,74.4,2.4,1,7.07,1.3,2.5,0.7,0.7,5.7,0.2,1.1,0,0.1,0.3,0.4,0,0.1,0.3,21.5,74.4,0,1.2,0
14,Leicester,42147,Marc-Albrighton,2,6,4,0,1.1,63.8,0.3,0,7.05,1.7,1.3,0.6,0,0.5,1.2,0,0,1.6,1.3,0.7,0.1,0.7,1,24,63.8,1.4,1.5,0.1
14,Leicester,91822,Jeffrey-Schlupp,1,2,4,0,1.1,73.1,1.1,0,6.86,1.9,1.3,0.6,0.1,0.9,0.6,0,0,0.7,1.7,0.9,0,0.8,1,19.2,73.1,0.4,1.6,0
14,Leicester,31856,Ritchie-de-Laet,1,0,1,0,0.2,64.7,1.1,0,6.80,2.1,1.8,0.5,0,2.1,0.6,0.9,0,0.5,0.3,0.3,0,0.3,0.3,18.2,64.7,0.3,1.3,0
14,Leicester,19545,Kasper-Schmeichel,0,0,2,0,0,35.7,0.2,0,6.78,0,0.1,0,0,0.8,0.1,0,0,0.1,0,0,0,0,0,30.2,35.7,0,8.8,0
14,Leicester,14621,Marcin-Wasilewski,0,0,2,0,0.3,76.7,2,0,6.74,2.5,2.3,1,1,4.3,1.3,1.3,0,0,0,0,0,0,0,18.3,76.7,0,1,0
14,Leicester,26222,Shinji-Okazaki,5,0,1,0,1.3,74.9,1.5,1,6.61,1,0.4,0.9,0,0.2,0.6,0.1,0,0.6,0.5,1.3,0.2,1.3,1.5,15.1,74.9,0,0.1,0
14,Leicester,19847,Leonardo-Ulloa,6,2,0,0,1.2,70.4,1.8,0,6.60,0.9,0.2,0.7,0,0.7,0.7,0,0,0.5,0.4,0.6,0.2,1.2,1.2,13.7,70.4,0,0.2,0.1
14,Leicester,32018,Andy-King,2,1,2,0,0.8,77.9,0.7,0,6.56,1.1,1.2,0.3,0,1,0.5,0.2,0,0.4,0.3,0.3,0,0.2,0.5,19,77.9,0.1,1.1,0
14,Leicester,15401,Gökhan-Inler,0,0,0,0,0.4,79,1,0,6.47,2,2,0.6,0,0,0.6,0.2,0,0.2,0.2,0.8,0,1,0.4,24.8,79,0,2.2,0
14,Leicester,136945,Demarai-Gray,0,1,0,0,0.4,78.7,0.1,0,6.35,0.3,0.5,0.3,0,0.2,0.3,0.1,0,0.5,1,0.3,0,0.3,0.3,7.4,78.7,0.3,0.3,0
14,Leicester,13814,Nathan-Dyer,1,1,1,0,0.4,71.9,0.1,0,6.23,0.3,0.1,0.7,0,0,0.5,0,0,0.3,0.6,0.8,0,0.7,1.2,5.3,71.9,0.2,0.2,0
14,Leicester,243552,Daniel-Amartey,0,0,0,0,0.2,81.8,0.4,0,6.22,0.2,0.4,0,0.2,0.4,0.2,0,0,0.2,0.2,0,0,0.2,0.2,13.2,81.8,0,0.6,0
14,Leicester,29574,Yohan-Benalouane,0,0,1,0,0,28.6,0.8,0,6.15,0,1.5,0.8,0,1,0,0.5,0,0,0,0,0,0,0,3.5,28.6,0,0,0
14,Leicester,75217,Andrej-Kramaric,0,0,0,0,0.5,72.7,0,0,6.09,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,1,5.5,72.7,0,0,0
14,Leicester,294850,Joseph-Dodoo,0,0,0,0,0,50,0,0,5.99,0,0,2,0,0,0,0,0,0,0,1,0,1,1,6,50,0,0,0
13,Arsenal,25244,Alexis-Sánchez,13,4,1,0,3.6,79.6,0.7,6,7.72,1.6,0.8,1.1,0,0.2,0.8,0.1,0,2.1,3.4,2.2,0.4,3.3,2.4,47.8,79.6,0.4,2.4,0.4
13,Arsenal,13756,Mesut-Özil,6,19,4,0,1.4,86.3,0.1,6,7.66,1,0.6,0.6,0,0.3,1.2,0,0,4.2,1.3,1.2,0.4,1.7,2,65.1,86.3,2.6,1.5,0.5
13,Arsenal,4522,Santi-Cazorla,0,3,2,1,1.6,90.2,0.1,1,7.53,1.9,1.7,0.9,0,1,1.8,0.1,0,2.5,2.5,0.9,0.1,1.3,0.9,81.9,90.2,1,3.5,0.3
13,Arsenal,30051,Laurent-Koscielny,4,0,3,0,0.6,87,3.2,3,7.48,1.4,3.8,0.9,0.9,5.6,0.4,0.8,0,0.2,0.3,0.8,0,0.4,0.5,51.3,87,0,2.5,0
13,Arsenal,23072,Nacho-Monreal,0,3,1,0,0.3,85.5,1.9,1,7.26,2.1,2.9,0.8,0.2,3.1,0.8,0.3,0,0.8,0.4,1.1,0.1,0.3,0.6,49.9,85.5,0.5,1,0
13,Arsenal,76810,Gabriel-Paulista,1,0,4,1,0.5,90.2,2.4,0,7.23,2,2.9,0.4,1,5.4,0.5,0.6,0,0,0.1,0.5,0,0.3,0.4,52.9,90.2,0,1.6,0
13,Arsenal,26820,Aaron-Ramsey,5,4,4,0,2.2,86.1,0.9,2,7.21,2.5,1.8,1.5,0,0.6,2.1,0.4,0,1.2,1.3,1.5,0.2,2.2,2,69.5,86.1,0.4,1.9,0.2
13,Arsenal,125211,Héctor-Bellerín,1,5,3,0,0.4,85.7,1.1,1,7.19,1.6,1.8,0.5,0,2.4,0.6,0.2,0,0.7,1.8,0.2,0,1,0.9,46.9,85.7,0.5,0.9,0.1
13,Arsenal,36745,David-Ospina,0,0,0,0,0,55.5,0,0,7.11,0,0,0,0,0.3,0,0,0,0,0,0.3,0,0,0,27.5,55.5,0,8.8,0
